offspring_table,fitness
offspring_12_6,65.25083221
offspring_12_7,61.43038664
offspring_12_8,61.83555293
offspring_12_9,61.79304369
offspring_12_10,64.54181842
offspring_12_11,63.83166923
offspring_12_12,56.74265343
offspring_12_13,58.07484695
offspring_12_14,61.43795145
offspring_12_15,61.00272252
offspring_12_16,59.74434559
offspring_12_17,59.74434559
offspring_12_18,62.75192711
offspring_12_19,64.81492411
offspring_12_20,61.83555293
offspring_12_21,63.83166923
offspring_12_22,59.95031957
offspring_12_23,53.42390617
offspring_12_24,65.65612885
offspring_12_25,63.65669255
offspring_12_26,63.16909672
offspring_12_27,56.3041548
offspring_12_28,58.4566987
offspring_12_29,50.6433625
offspring_12_30,62.92784276
offspring_12_31,72.40534661
offspring_13_0,72.40534661
offspring_13_1,68.09137095
offspring_13_2,67.97682543
offspring_13_3,66.89858781
offspring_13_4,66.47257526
offspring_13_5,66.34932418
offspring_13_6,65.70368003
offspring_13_7,64.81492411
offspring_13_8,63.65669255
offspring_13_9,63.83166923
offspring_13_10,63.83166923
offspring_13_11,58.4566987
offspring_13_12,62.75192711
offspring_13_13,64.54181842
offspring_13_14,58.07484695
offspring_13_15,63.16909672
offspring_13_16,62.92784276
offspring_13_17,65.70368003
offspring_13_18,64.53777003
offspring_13_19,56.31564732
offspring_13_20,65.81038424
offspring_13_21,59.03643023
offspring_13_22,62.13566656
offspring_13_23,58.67372737
offspring_13_24,61.13480414
offspring_13_25,58.32049293
offspring_13_26,53.75643708
offspring_13_27,64.32685535
offspring_13_28,63.19153565
offspring_13_29,62.56279335
offspring_13_30,72.30364215
offspring_13_31,70.64203955
offspring_14_0,72.40534661
offspring_14_1,72.30364215
offspring_14_2,70.64203955
offspring_14_3,68.09137095
offspring_14_4,67.97682543
offspring_14_5,66.89858781
offspring_14_6,66.47257526
offspring_14_7,58.4566987
offspring_14_8,65.70368003
offspring_14_9,62.56279335
offspring_14_10,63.83166923
offspring_14_11,63.65669255
offspring_14_12,65.81038424
offspring_14_13,63.83166923
offspring_14_14,66.34932418
offspring_14_15,63.19153565
offspring_14_16,60.02637875
offspring_14_17,62.52926888
offspring_14_18,62.12038544
offspring_14_19,63.10818386
offspring_14_20,62.56279335
offspring_14_21,63.83166923
offspring_14_22,58.20722192
offspring_14_23,68.55026236
offspring_14_24,57.40694359
offspring_14_25,54.56862195
offspring_14_26,72.61816834
offspring_14_27,62.81547647
offspring_14_28,64.41179536
offspring_14_29,68.62601148
offspring_14_30,71.03555908
offspring_14_31,69.10154494
offspring_15_0,72.61816834
offspring_15_1,72.40534661
offspring_15_2,72.30364215
offspring_15_3,71.03555908
offspring_15_4,70.64203955
offspring_15_5,69.10154494
offspring_15_6,68.62601148
offspring_15_7,68.55026236
offspring_15_8,67.97682543
offspring_15_9,64.41179536
offspring_15_10,63.83166923
offspring_15_11,66.34932418
offspring_15_12,66.47257526
offspring_15_13,68.09137095
offspring_15_14,63.83166923
offspring_15_15,58.4566987
offspring_15_16,64.52359179
offspring_15_17,57.40694359
offspring_15_18,63.7261383
offspring_15_19,63.91751033
offspring_15_20,67.4222098
offspring_15_21,71.04553741
offspring_15_22,67.92747548
offspring_15_23,68.4835657
offspring_15_24,72.41921479
offspring_15_25,64.2093378
offspring_15_26,66.68360357
offspring_15_27,64.84976905
offspring_15_28,63.73638178
offspring_15_29,58.40108325
offspring_15_30,69.44425665
offspring_15_31,70.19741454
offspring_16_0,72.61816834
offspring_16_1,72.41921479
offspring_16_2,72.40534661
offspring_16_3,72.30364215
offspring_16_4,71.04553741
offspring_16_5,71.03555908
offspring_16_6,70.64203955
offspring_16_7,69.10154494
offspring_16_8,70.19741454
offspring_16_9,68.09137095
offspring_16_10,66.34932418
offspring_16_11,67.4222098
offspring_16_12,63.73638178
offspring_16_13,68.4835657
offspring_16_14,58.40108325
offspring_16_15,64.52359179
offspring_16_16,61.7487102
offspring_16_17,63.97183887
offspring_16_18,69.41773145
offspring_16_19,68.90135543
offspring_16_20,63.64679701
offspring_16_21,62.87612954
offspring_16_22,71.63586914
offspring_16_23,70.14997162
offspring_16_24,72.06903951
offspring_16_25,70.94383295
offspring_16_26,72.41921479
offspring_16_27,63.73638178
offspring_16_28,62.20570696
offspring_16_29,59.58331284
offspring_16_30,70.74810246
offspring_16_31,70.30372416
offspring_17_0,72.61816834
offspring_17_1,72.41921479
offspring_17_2,72.41921479
offspring_17_3,72.40534661
offspring_17_4,72.30364215
offspring_17_5,72.06903951
offspring_17_6,71.63586914
offspring_17_7,70.94383295
offspring_17_8,70.74810246
offspring_17_9,70.64203955
offspring_17_10,68.90135543
offspring_17_11,69.41773145
offspring_17_12,67.77937194
offspring_17_13,63.97183887
offspring_17_14,62.87612954
offspring_17_15,78.31343646
offspring_17_16,68.37712935
offspring_17_17,70.1458096
offspring_17_18,69.41773145
offspring_17_19,70.74810246
offspring_17_20,68.31425917
offspring_17_21,70.41687087
offspring_17_22,72.06903951
offspring_17_23,72.61816834
offspring_17_24,71.23374098
offspring_17_25,69.98294557
offspring_17_26,70.8693117
offspring_17_27,64.44111991
offspring_17_28,67.05683792
offspring_17_29,59.90226892
offspring_17_30,68.92410444
offspring_17_31,75.50389501
offspring_18_0,78.31343646
offspring_18_1,75.50389501
offspring_18_2,72.61816834
offspring_18_3,72.61816834
offspring_18_4,72.41921479
offspring_18_5,72.41921479
offspring_18_6,72.40534661
offspring_18_7,70.1458096
offspring_18_8,71.63586914
offspring_18_9,72.06903951
offspring_18_10,68.90135543
offspring_18_11,72.30364215
offspring_18_12,71.23374098
offspring_18_13,70.74810246
offspring_18_14,67.05683792
offspring_18_15,70.64203955
offspring_18_16,70.37799871
offspring_18_17,69.65649612
offspring_18_18,70.90752584
offspring_18_19,75.46727783
offspring_18_20,69.17731954
offspring_18_21,71.7886412
offspring_18_22,72.20957825
offspring_18_23,70.61009089
offspring_18_24,71.38471964
offspring_18_25,69.46790673
offspring_18_26,71.58305305
offspring_18_27,71.7563446
offspring_18_28,77.19270199
offspring_18_29,72.65700262
offspring_18_30,70.1458096
offspring_18_31,72.86945091
offspring_19_0,78.31343646
offspring_19_1,77.19270199
offspring_19_2,75.50389501
offspring_19_3,75.46727783
offspring_19_4,72.86945091
offspring_19_5,72.65700262
offspring_19_6,72.61816834
offspring_19_7,70.61009089
offspring_19_8,72.06903951
offspring_19_9,71.7563446
offspring_19_10,72.30364215
offspring_19_11,70.90752584
offspring_19_12,70.74810246
offspring_19_13,72.40534661
offspring_19_14,71.63586914
offspring_19_15,68.90135543
offspring_19_16,73.25260628
offspring_19_17,71.98598106
offspring_19_18,74.80188048
offspring_19_19,71.96772087
offspring_19_20,72.65700262
offspring_19_21,68.90135543
offspring_19_22,69.27237268
offspring_19_23,75.66236271
offspring_19_24,72.40534661
offspring_19_25,70.74810246
offspring_19_26,70.61261807
offspring_19_27,71.2733593
offspring_19_28,73.79788315
offspring_19_29,69.28942604
offspring_19_30,72.63777003
offspring_19_31,72.64313445
offspring_20_0,78.31343646
offspring_20_1,77.19270199
offspring_20_2,75.66236271
offspring_20_3,75.50389501
offspring_20_4,75.46727783
offspring_20_5,74.80188048
offspring_20_6,73.79788315
offspring_20_7,71.98598106
offspring_20_8,72.64313445
offspring_20_9,72.86945091
offspring_20_10,72.65700262
offspring_20_11,71.63586914
offspring_20_12,72.61816834
offspring_20_13,72.45870708
offspring_20_14,71.96772087
offspring_20_15,72.40534661
offspring_20_16,68.38537765
offspring_20_17,76.32988902
