offspring_0_0,23.88526123
offspring_0_1,36.74928121
offspring_0_2,43.10641787
offspring_0_3,44.88169953
offspring_0_4,29.01922315
offspring_0_5,23.87908816
offspring_0_6,34.03885508
offspring_0_7,32.46924682
offspring_0_8,37.45356913
offspring_0_9,37.30965446
offspring_0_10,37.56228905
offspring_0_11,34.33182722
offspring_0_12,38.72256814
offspring_0_13,33.74602446
offspring_0_14,44.58411481
offspring_0_15,26.43770447
offspring_0_16,30.34990387
offspring_0_17,36.16968244
offspring_0_18,31.56652322
offspring_0_19,24.244077
offspring_0_20,27.54523582
offspring_0_21,30.41268419
offspring_0_22,21.83395317
offspring_0_23,34.20875058
offspring_0_24,39.97771564
offspring_0_25,24.05576342
offspring_0_26,29.24487248
offspring_0_27,31.93253931
offspring_0_28,28.94071185
offspring_0_29,34.24040052
offspring_0_30,37.27837434
offspring_0_31,30.51727788
offspring_1_0,44.88169953
offspring_1_1,44.58411481
offspring_1_2,43.10641787
offspring_1_3,39.97771564
offspring_1_4,38.72256814
offspring_1_5,37.56228905
offspring_1_6,37.45356913
offspring_1_7,30.34990387
offspring_1_8,33.74602446
offspring_1_9,30.41268419
offspring_1_10,32.46924682
offspring_1_11,34.24040052
offspring_1_12,31.56652322
offspring_1_13,34.03885508
offspring_1_14,36.74928121
offspring_1_15,21.83395317
offspring_1_16,35.77490645
offspring_1_17,32.23986344
offspring_1_18,30.82108594
offspring_1_19,30.92757325
offspring_1_20,43.78121237
offspring_1_21,36.92838771
offspring_1_22,35.55690937
offspring_1_23,42.70013048
offspring_1_24,37.06215447
offspring_1_25,23.26911398
offspring_1_26,36.91775774
offspring_1_27,30.93414706
offspring_1_28,22.15526549
offspring_1_29,34.86255521
offspring_1_30,36.61676061
offspring_1_31,78.78688267
offspring_2_0,78.78688267
offspring_2_1,44.88169953
offspring_2_2,44.58411481
offspring_2_3,43.78121237
offspring_2_4,43.10641787
offspring_2_5,42.70013048
offspring_2_6,39.97771564
offspring_2_7,36.61676061
offspring_2_8,34.86255521
offspring_2_9,37.56228905
offspring_2_10,84.32159628
offspring_2_11,30.93414706
offspring_2_12,38.72256814
offspring_2_13,35.77490645
offspring_2_14,32.23986344
offspring_2_15,22.15526549
offspring_2_16,28.7259707
offspring_2_17,39.27290999
offspring_2_18,47.72905591
offspring_2_19,42.75266059
offspring_2_20,29.00894539
offspring_2_21,36.74820451
offspring_2_22,31.5124705
offspring_2_23,68.9085231
offspring_2_24,40.67053723
offspring_2_25,42.64286397
offspring_2_26,43.19604896
offspring_2_27,34.62774014
offspring_2_28,37.95240648
offspring_2_29,38.45748212
offspring_2_30,36.87369042
offspring_2_31,74.91394019
offspring_3_0,84.32159628
offspring_3_1,78.78688267
offspring_3_2,74.91394019
offspring_3_3,68.9085231
offspring_3_4,47.72905591
offspring_3_5,44.88169953
offspring_3_6,44.58411481
offspring_3_7,32.23986344
offspring_3_8,37.95240648
offspring_3_9,38.45748212
offspring_3_10,39.97771564
offspring_3_11,42.64286397
offspring_3_12,42.70013048
offspring_3_13,43.19604896
offspring_3_14,42.75266059
offspring_3_15,36.87369042
offspring_3_16,44.26036312
offspring_3_17,39.57328793
offspring_3_18,67.57833648
offspring_3_19,38.00847282
offspring_3_20,40.33113239
offspring_3_21,43.89100552
offspring_3_22,42.66348747
offspring_3_23,34.83724906
offspring_3_24,39.10811724
offspring_3_25,43.58821185
offspring_3_26,74.1188787
offspring_3_27,64.88959294
offspring_3_28,41.73858508
offspring_3_29,35.39737376
offspring_3_30,71.57456756
offspring_3_31,84.80200951
offspring_4_0,84.80200951
offspring_4_1,84.32159628
offspring_4_2,78.78688267
offspring_4_3,74.91394019
offspring_4_4,74.1188787
offspring_4_5,71.57456756
offspring_4_6,68.9085231
offspring_4_7,42.64286397
offspring_4_8,40.33113239
offspring_4_9,64.88959294
offspring_4_10,39.10811724
offspring_4_11,43.58821185
offspring_4_12,44.88169953
offspring_4_13,43.19604896
offspring_4_14,44.26036312
offspring_4_15,32.23986344
offspring_4_16,37.27169222
offspring_4_17,38.22398628
offspring_4_18,61.84115512
offspring_4_19,38.79221809
offspring_4_20,66.50083864
offspring_4_21,68.21175367
offspring_4_22,63.66768634
offspring_4_23,45.77092767
offspring_4_24,43.37765112
offspring_4_25,37.00602014
offspring_4_26,78.43935556
offspring_4_27,83.35887399
offspring_4_28,43.58821185
offspring_4_29,44.26036312
offspring_4_30,76.53692696
offspring_4_31,86.48843412
offspring_5_0,86.48843412
offspring_5_1,84.80200951
offspring_5_2,84.32159628
offspring_5_3,83.35887399
offspring_5_4,78.78688267
offspring_5_5,78.43935556
offspring_5_6,76.53692696
offspring_5_7,68.9085231
offspring_5_8,74.91394019
offspring_5_9,42.64286397
offspring_5_10,71.57456756
offspring_5_11,66.50083864
offspring_5_12,45.77092767
offspring_5_13,74.1188787
offspring_5_14,44.88169953
offspring_5_15,61.84115512
offspring_5_16,36.94039449
offspring_5_17,61.05996146
offspring_5_18,52.07554627
offspring_5_19,69.663186
offspring_5_20,77.60965573
offspring_5_21,61.44616844
offspring_5_22,43.23659246
offspring_5_23,77.126939
offspring_5_24,68.63556859
offspring_5_25,75.04425711
offspring_5_26,67.30397157
offspring_5_27,43.55704223
offspring_5_28,33.40945582
offspring_5_29,74.5394678
offspring_5_30,61.05212863
offspring_5_31,89.39522501
offspring_6_0,89.39522501
offspring_6_1,86.48843412
offspring_6_2,84.80200951
offspring_6_3,84.32159628
offspring_6_4,83.35887399
offspring_6_5,78.78688267
offspring_6_6,78.43935556
offspring_6_7,77.126939
offspring_6_8,76.53692696
offspring_6_9,61.05212863
offspring_6_10,74.5394678
offspring_6_11,68.9085231
offspring_6_12,74.1188787
offspring_6_13,69.663186
offspring_6_14,61.84115512
offspring_6_15,71.57456756
offspring_6_16,46.19151075
offspring_6_17,72.09426784
offspring_6_18,72.61913884
offspring_6_19,69.17415951
offspring_6_20,75.63956415
offspring_6_21,57.17569418
offspring_6_22,68.61963166
offspring_6_23,79.97877811
offspring_6_24,42.03803551
offspring_6_25,65.67144923
offspring_6_26,81.23677559
offspring_6_27,68.67453317
offspring_6_28,71.57456756
offspring_6_29,61.05212863
offspring_6_30,57.32713682
offspring_6_31,97.88584721
offspring_7_0,97.88584721
offspring_7_1,89.39522501
offspring_7_2,86.48843412
offspring_7_3,84.80200951
offspring_7_4,84.32159628
offspring_7_5,83.35887399
offspring_7_6,96.12711483
offspring_7_7,74.5394678
offspring_7_8,76.53692696
offspring_7_9,71.57456756
offspring_7_10,68.9085231
offspring_7_11,72.61913884
offspring_7_12,77.126939
offspring_7_13,72.09426784
offspring_7_14,68.61963166
offspring_7_15,69.17415951
offspring_7_16,67.74492404
offspring_7_17,64.5078321
offspring_7_18,79.05061203
offspring_7_19,92.80249667
offspring_7_20,66.8799382
offspring_7_21,83.36354286
offspring_7_22,71.26275513
offspring_7_23,67.2396325
offspring_7_24,67.97580641
offspring_7_25,72.00248335
offspring_7_26,84.80200951
offspring_7_27,67.74492404
offspring_7_28,80.59207228
offspring_7_29,78.71792499
offspring_7_30,80.30365039
offspring_7_31,92.78891909
offspring_8_0,97.88584721
offspring_8_1,96.12711483
offspring_8_2,92.80249667
offspring_8_3,92.47634385
offspring_8_4,89.39522501
offspring_8_5,86.48843412
offspring_8_6,84.80200951
offspring_8_7,80.59207228
offspring_8_8,71.57456756
offspring_8_9,67.2396325
offspring_8_10,84.32159628
offspring_8_11,68.9085231
offspring_8_12,84.80200951
offspring_8_13,78.71792499
offspring_8_14,74.5394678
offspring_8_15,77.126939
offspring_8_16,60.84195234
offspring_8_17,74.21358461
offspring_8_18,89.74213419
offspring_8_19,88.88720385
offspring_8_20,83.66736899
offspring_8_21,90.30691014
offspring_8_22,75.35860308
offspring_8_23,86.21616239
offspring_8_24,91.53008525
offspring_8_25,71.77833647
offspring_8_26,65.44514977
offspring_8_27,82.01513387
offspring_8_28,72.47766354
offspring_8_29,72.51448712
