offspring_table,fitness
offspring_18_28,101.35174725
offspring_18_29,100.5899863
offspring_18_30,102.84755292
offspring_18_31,106.36579809
offspring_19_0,106.39091036
offspring_19_1,106.36579809
offspring_19_2,106.13252024
offspring_19_3,103.43753113
offspring_19_4,103.33584658
offspring_19_5,102.84755292
offspring_19_6,102.84755292
offspring_19_7,102.84755292
offspring_19_8,100.5899863
offspring_19_9,101.07800027
offspring_19_10,101.25899401
offspring_19_11,101.28192126
offspring_19_12,102.84755292
offspring_19_13,101.56678051
offspring_19_14,102.84755292
offspring_19_15,101.54526621
offspring_19_16,101.97908901
offspring_19_17,108.04570309
offspring_19_18,99.17952763
offspring_19_19,100.31079038
offspring_19_20,102.33322989
offspring_19_21,99.91547188
offspring_19_22,101.07800027
offspring_19_23,102.84755292
offspring_19_24,103.53056234
offspring_19_25,101.59782829
offspring_19_26,102.35147449
offspring_19_27,106.29341262
offspring_19_28,102.1452662
offspring_19_29,105.28557064
offspring_19_30,97.87359095
offspring_19_31,107.77434973
offspring_20_0,108.04570309
offspring_20_1,107.77434973
offspring_20_2,106.39091036
offspring_20_3,106.36579809
offspring_20_4,106.29341262
offspring_20_5,106.13252024
offspring_20_6,105.28557064
offspring_20_7,101.59782829
offspring_20_8,101.25899401
offspring_20_9,102.33322989
offspring_20_10,103.43753113
offspring_20_11,102.84755292
offspring_20_12,103.33584658
offspring_20_13,102.84755292
offspring_20_14,101.56678051
offspring_20_15,100.31079038
offspring_20_16,102.30261842
offspring_20_17,105.03442671
offspring_20_18,98.58660795
offspring_20_19,98.96138879
offspring_20_20,103.6012049
offspring_20_21,95.5585577
offspring_20_22,101.56678051
offspring_20_23,102.33322989
offspring_20_24,99.36160434
offspring_20_25,100.18050774
offspring_20_26,102.64145271
offspring_20_27,105.86405633
offspring_20_28,104.31400172
offspring_20_29,106.57925429
offspring_20_30,106.25054813
offspring_20_31,107.01846998
offspring_21_0,108.04570309
offspring_21_1,107.77434973
offspring_21_2,107.01846998
offspring_21_3,106.57925429
offspring_21_4,106.39091036
offspring_21_5,106.36579809
offspring_21_6,106.29341262
offspring_21_7,102.30261842
offspring_21_8,104.31400172
offspring_21_9,102.64145271
offspring_21_10,103.43753113
offspring_21_11,105.86405633
offspring_21_12,106.25054813
offspring_21_13,102.33322989
offspring_21_14,105.03442671
offspring_21_15,106.13252024
offspring_21_16,100.26503817
offspring_21_17,105.48829308
offspring_21_18,105.44984079
offspring_21_19,102.40360026
offspring_21_20,104.17827187
offspring_21_21,104.80479707
offspring_21_22,105.81280491
offspring_21_23,106.39450252
offspring_21_24,105.85550355
offspring_21_25,106.28072502
offspring_21_26,104.407141
offspring_21_27,102.67326098
offspring_21_28,102.33132285
offspring_21_29,101.25283658
offspring_21_30,104.81411036
offspring_21_31,106.84373999
offspring_22_0,108.04570309
offspring_22_1,107.77434973
offspring_22_2,107.01846998
offspring_22_3,106.84373999
offspring_22_4,106.57925429
offspring_22_5,106.39450252
offspring_22_6,106.39091036
offspring_22_7,104.407141
offspring_22_8,106.25054813
offspring_22_9,106.13252024
offspring_22_10,106.36579809
offspring_22_11,106.28072502
offspring_22_12,102.64145271
offspring_22_13,105.85550355
offspring_22_14,105.03442671
offspring_22_15,102.33322989
offspring_22_16,104.13224748
offspring_22_17,106.54591922
offspring_22_18,105.54973215
offspring_22_19,105.82952446
offspring_22_20,106.60289003
offspring_22_21,106.95969672
offspring_22_22,106.07435088
offspring_22_23,105.48775044
offspring_22_24,107.1406922
offspring_22_25,105.89570049
offspring_22_26,102.0945031
offspring_22_27,102.61901377
offspring_22_28,102.69009437
offspring_22_29,99.87277324
offspring_22_30,105.52184428
offspring_22_31,107.46105997
offspring_23_0,108.04570309
offspring_23_1,107.77434973
offspring_23_2,107.46105997
offspring_23_3,107.1406922
offspring_23_4,107.01846998
offspring_23_5,106.95969672
offspring_23_6,106.84373999
offspring_23_7,106.39450252
offspring_23_8,105.03442671
offspring_23_9,106.07435088
offspring_23_10,106.57925429
offspring_23_11,106.60289003
offspring_23_12,105.85550355
offspring_23_13,106.39091036
offspring_23_14,102.33322989
offspring_23_15,105.82952446
offspring_23_16,106.25054813
offspring_23_17,106.25054813
offspring_23_18,107.31727143
offspring_23_19,108.20670354
offspring_23_20,106.82037644
offspring_23_21,107.01803194
offspring_23_22,106.57925429
offspring_23_23,107.1406922
offspring_23_24,106.51939402
offspring_23_25,107.68437209
offspring_23_26,105.31629017
offspring_23_27,102.70360026
offspring_23_28,100.07560548
offspring_23_29,100.94335917
offspring_23_30,105.05577515
offspring_23_31,107.05185532
offspring_24_0,108.20670354
offspring_24_1,108.04570309
offspring_24_2,107.77434973
offspring_24_3,107.68437209
